name,address,suburb,state,postcode,latitude,longitude,phone,opening_hours,venue_type,source
Estia Health Kogarah,74-76 Rocky Point Road,KOGARAH,NSW,2217,-33.973371,151.136842,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Calvary Ryde Retirement Community - Mary Potter Residential Care,678 Victoria Road,RYDE,NSW,2112,-33.8177469999999,151.108024,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Russian Relief Association of St Sergius of Radonezh,1 Gilbert Street,CABRAMATTA,NSW,2166,-33.895321,150.925993,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Calvary Albury & District,636 Logan Road,GLENROY,NSW,2640,-36.055131,146.915165,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Calvary The Brelsford,45 Victoria Street,COFFS HARBOUR,NSW,2450,-30.3052899999999,153.12574,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
SummitCare Smithfield,11 Nyora Avenue,SMITHFIELD,NSW,2164,-33.8605349999999,150.944152,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Bernard Chan Nursing Home,58 Weldon Street,BURWOOD,NSW,2134,-33.886758,151.106044999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Scalabrini Village Nursing Home (Bexley),34 Harrow Road,BEXLEY,NSW,2207,-33.9498579999999,151.129763999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Regis Rose Bay,84 Newcastle Street,ROSE BAY,NSW,2029,-33.876372,151.270318,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Southern Cross Care Ozanam Residential Aged Care,7 Boake Place,GARRAN,ACT,2605,-35.338785,149.094988,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Mirinjani Weston ACT,11 NAMATJIRA Drive,WESTON,ACT,2611,-35.3391719999999,149.055198999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Sir Leslie Morshead Manor,26 Archibald Street,LYNEHAM,ACT,2602,-35.244903,149.124488,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
RFBI Holt Masonic Village,138 Hardwick Crescent,HOLT,ACT,2615,-35.223481,149.019285999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Goodwin Ainslie (Goodwin House),31 Bonney Street,AINSLIE,ACT,2602,-35.2593839999999,149.136534,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Goodwin Farrer (George Sautelle House),22 Marshall Street,FARRER,ACT,2607,-35.3732979999999,149.101521999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Adria Village Ltd,89 FREMANTLE Drive,STIRLING,ACT,2611,-35.3475269999999,149.047823999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Villaggio Sant Antonio Hostel,35 Burkitt Street,PAGE,ACT,2614,-35.2362759999999,149.051895999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
BaptistCare Carey Gardens Centre,111 Carnegie Crescent,RED HILL,ACT,2603,-35.3368529999999,149.133769,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mountain View Aged Care Plus Centre,27 Leahy Close,NARRABUNDAH,ACT,2604,-35.343578,149.142428999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Warrigal Hughes,95 Groom Street,HUGHES,ACT,2605,-35.332517,149.091764,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Bill McKenzie Gardens,23 Burkitt Street,PAGE,ACT,2614,-35.235671,149.050871,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Eabrai Weston ACT,12 Namatjira Drive,WESTON,ACT,2611,-35.3394649999999,149.054844,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Goodwin Monash,27 Cockcroft Avenue,MONASH,ACT,2904,-35.4181159999999,149.097095999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
BaptistCare Griffith,45 Blaxland Crescent,GRIFFITH,ACT,2603,-35.326591,149.138833,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Canberra Aged Care Facility,48 Archibald Street,LYNEHAM,ACT,2602,-35.244616,149.122338,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting Mirinjani Weston ACT,15 Conder Street,WESTON,ACT,2611,-35.3413759999999,149.057536999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Fred Ward Gardens,38 Theodore Street,CURTIN,ACT,2605,-35.329624,149.081029999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Jindalee Aged Care Residence,277 Goyder Street,NARRABUNDAH,ACT,2604,-35.3416629999999,149.142168999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Avonlea,68-72 Macpherson Street,NHILL,VIC,3418,-36.3351159999999,141.655153,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Margery Cole Residential Care Service,Matthews Crescent,TRARALGON,VIC,3844,-38.195604,146.549021,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Manor Court Werribee Aged Care Ltd,5 Hogan Grove,WERRIBEE,VIC,3030,-37.8965869999999,144.656954,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Woorayl Lodge Hostel,71-73 McCartin Street,LEONGATHA,VIC,3953,-38.4793469999999,145.942129999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Dorothy Impey Home,317 A O'Hea Street,PASCOE VALE SOUTH,VIC,3044,-37.735238,144.934514,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mercy Place Colac,83-99 Queen Street,COLAC,VIC,3250,-38.3437479999999,143.591918999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Eva Tilley Memorial Hostel,1100 Burke Road,BALWYN NORTH,VIC,3104,-37.796866,145.063415999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Sunnyside House,1 Adeney Street,CAMPERDOWN,VIC,3260,-38.237465,143.153488,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Rose Lodge,225-233 Graham Street,WONTHAGGI,VIC,3995,-38.607126,145.582704,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Carinya Lodge Hostel,1 CARINYA Crescent,KORUMBURRA,VIC,3950,-38.437745,145.811472,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Ivanhoe Grand Care Community,250-260 Waterdale Road,IVANHOE,VIC,3079,-37.758251,145.044523999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
mecwacare Noel Miller Centre,9-15 Kent Street,GLEN IRIS,VIC,3146,-37.8560459999999,145.047051,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
"Jewish Care (Vic) Inc. Residential Homes, Windsor",619 St Kilda Road,MELBOURNE,VIC,3004,-37.853389,144.983371,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Nazareth House Camberwell,16 Cornell Street,CAMBERWELL,VIC,3124,-37.8393939999999,145.088808,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Ashleigh House Hostel,20-24 Bergen Crescent,SALE,VIC,3850,-38.1052249999999,147.085275999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Alcheringa,2-14 Boree Drive,SWAN HILL,VIC,3585,-35.3367069999999,143.533290999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Benetas Broughton Hall,2 Berwick Street,CAMBERWELL,VIC,3124,-37.824297,145.060193999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Cohuna Village,38 Augustine Street,COHUNA,VIC,3568,-35.80015,144.21535,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Benetas Gladswood Lodge,15 Waxman Parade,BRUNSWICK WEST,VIC,3055,-37.758684,144.934542999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Benetas Dalkeith Gardens,49-53 Hazelwood Road,TRARALGON,VIC,3844,-38.2097219999999,146.523815,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Campbell Place,129 Coleman Parade,GLEN WAVERLEY,VIC,3150,-37.8791,145.159111999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Emmy Monash Aged Care,518-526 Dandenong Road,CAULFIELD NORTH,VIC,3161,-37.866235,145.026589,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Vasey RSL Care Frankston South,85 OVERPORT Road,FRANKSTON SOUTH,VIC,3199,-38.1695429999999,145.123467,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
AdventCare Whitehorse,163-165 Central Road,NUNAWADING,VIC,3131,-37.8246589999999,145.167496999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
AdventCare Yarra Ranges,5 Woods Point Road,WARBURTON,VIC,3799,-37.752301,145.702476999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Dunmunkle Lodge Hostel,1 McLeod Street,MINYIP,VIC,3392,-36.4582849999999,142.592644,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Wharparilla Lodge,21 Hartshorn Drive,ECHUCA,VIC,3564,-36.1315639999999,144.718806999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Edgarley Home,85 Jackson Street,CASTERTON,VIC,3311,-37.590575,141.397235999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Karingal Seymour,3 Bretonneux Street,SEYMOUR,VIC,3660,-37.018959,145.140381999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mercy Place Boronia,72 Kerr Crescent,MONTROSE,VIC,3765,-37.8135499999999,145.352215,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
mecwacare Simon Price Centre,13-25 Strabane Avenue,MONT ALBERT NORTH,VIC,3129,-37.807523,145.113057999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Jacaranda House Hostel,125 McKean Street,BAIRNSDALE,VIC,3875,-37.832776,147.606002999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Benetas St Paul's Terrace,2 b Towerhill Road,FRANKSTON,VIC,3199,-38.1629519999999,145.135417999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Lutheran Homes Horsham,6 TRINITY Drive,HORSHAM,VIC,3400,-36.7084699999999,142.215948999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Villa Maria Catholic Homes Providence Aged Care Residence,9 GRIFFITH Street,MADDINGLEY,VIC,3340,-37.687601,144.427817,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
St Catherine's Hostel Wangaratta Inc,59-69 Ryley Street,WANGARATTA,VIC,3677,-36.356965,146.323054,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Emerald Hill Residence,203 Napier Street,SOUTH MELBOURNE,VIC,3205,-37.837001,144.960677,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Gorrinn House Hostel,27 Albert Street,ARARAT,VIC,3377,-37.2897889999999,142.940776999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Melaleuca Aged Care,1 Watchorn Road,COWES,VIC,3922,-38.4551689999999,145.241367999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Fairview Inc,30 Sargeant Street,WARRAGUL,VIC,3820,-38.174964,145.927051,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Benetas St Laurence Court - Eaglehawk,112 UPPER CALIFORNIA GULLY Road,CALIFORNIA GULLY,VIC,3556,-36.7355889999999,144.254206,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Villa Maria Catholic Homes St Catherine's Aged Care Residence,"1 Clayton Road, University Drive",BALWYN,VIC,3103,-37.8056929999999,145.096956,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mercy Place Fernhill,18-20 Fernhill Road,SANDRINGHAM,VIC,3191,-37.951371,145.007591999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mayflower Brighton,7 Centre Road,BRIGHTON EAST,VIC,3187,-37.914631,145.008242999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Churches of Christ Oak Towers Aged Care Service,139 Atherton Road,OAKLEIGH,VIC,3166,-37.8993439999999,145.097873999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting AgeWell Condare Court,8 Joffre Street,CAMBERWELL,VIC,3124,-37.8430269999999,145.091903,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting AgeWell Strath-Haven,131-149 Condon Street,BENDIGO,VIC,3550,-36.77364,144.306482999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting AgeWell Kalkee Nangatta,206 High Street,BELMONT,VIC,3216,-38.1764009999999,144.341023,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting AgeWell Box Hill,75 Thames Street,BOX HILL,VIC,3128,-37.813741,145.123748,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting AgeWell Hawthorn Community,27-29 Wattle Road,HAWTHORN,VIC,3122,-37.8241889999999,145.028449999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Crossley House Hostel Inc,14 Nicol Street,YARRAM,VIC,3971,-38.557623,146.678615,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Stretton Park Hostel,35-47 Kent Street,MAFFRA,VIC,3860,-37.9578429999999,146.983428,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Faversham House,27 Shierlaw Avenue,CANTERBURY,VIC,3126,-37.8233419999999,145.085205999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Rosebank Hostel,43 Station Street,YEA,VIC,3717,-37.2139579999999,145.430952999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mayflower Reservoir,56 Elliot Street,RESERVOIR,VIC,3073,-37.7045389999999,144.994977,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Hopetoun Hostel,12 Mitchell Place,HOPETOUN,VIC,3396,-35.7309389999999,142.36551,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Prague House,253 Cotham Road,KEW,VIC,3101,-37.809165,145.051988999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Lynden Aged Care,49 Lynden Street,CAMBERWELL,VIC,3124,-37.841802,145.086910999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Villa Maria Catholic Homes Willowbrooke Aged Care Residence,9a Willow Road,UPPER FERNTREE GULLY,VIC,3156,-37.8952669999999,145.304568999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Walmsley Aged Care,500 Greeves Drive,KILSYTH,VIC,3137,-37.8056759999999,145.309824999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Latrobe Valley Village Hostel,5 OLLERTON Avenue,NEWBOROUGH,VIC,3825,-38.1796379999999,146.281528,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
mecwacare O'Mara House,15 Hunter Road,TRARALGON,VIC,3844,-38.2091909999999,146.548538,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Regis East Malvern,400 Waverley Road,MALVERN EAST,VIC,3145,-37.8780009999999,145.063516999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mitchell House,127 Vary Street,MORWELL,VIC,3840,-38.2218549999999,146.427077999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Villa Maria Catholic Homes John R Hannah Aged Care Residence,68 Wattle Grove,MULGRAVE,VIC,3170,-37.933211,145.158478,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Coates,1 James Street,ST ARNAUD,VIC,3478,-36.608944,143.247871,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Box Hill Views Care Community,40 Dorking Road,BOX HILL,VIC,3128,-37.816395,145.131322,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Uniting AgeWell Latvian Community,60 Fraser Crescent,WANTIRNA SOUTH,VIC,3152,-37.87821,145.231250999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
The Views at Heidelberg,2-6 Lower Plenty Road,HEIDELBERG,VIC,3084,-37.7469919999999,145.05829,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Prom Country Aged Care,9 O'Connell Road,FOSTER,VIC,3960,-38.659539,146.207920999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Griffiths Point Lodge Hostel,20 Davis Point Road,SAN REMO,VIC,3925,-38.5260889999999,145.370278,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Bolton Clarke Glendale (VIC),1 Glendale Court,WERRIBEE,VIC,3030,-37.877934,144.678529999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Rosary Home,138 Odessa Avenue,KEILOR DOWNS,VIC,3038,-37.7154079999999,144.805889,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Benetas Corowa Court,752 Esplanade,MORNINGTON,VIC,3931,-38.2216859999999,145.032531,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Lionsbrae Hostel,29 Everard Road,RINGWOOD EAST,VIC,3135,-37.8025859999999,145.249011999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Cumberland View Aged Care - Whalley Drive,123-127 Whalley Drive,WHEELERS HILL,VIC,3150,-37.922744,145.198647999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Corpus Christi Community,855 Mickleham Road,GREENVALE,VIC,3059,-37.6372229999999,144.880831,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Elderly Chinese Home,125-129 Manningham Street,PARKVILLE,VIC,3052,-37.7836179999999,144.940594,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Regis Alawarra Lodge,220 Middleborough Road,BLACKBURN SOUTH,VIC,3130,-37.838993,145.137869999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
St Basil's Homes for the Aged in Victoria,24-36 Lorne Street,FAWKNER,VIC,3060,-37.714677,144.975607999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
mecwacare Vincent House,125 -135 KENNY Street,WESTMEADOWS,VIC,3049,-37.675243,144.896149,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Napier Street Aged Care Services,179-197 Napier Street,SOUTH MELBOURNE,VIC,3205,-37.8369,144.961255999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Sacred Heart Community,101 Grey Street,ST KILDA,VIC,3182,-37.86354,144.980782,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Westmont Homestead,265 Baranduda Boulevard,BARANDUDA,VIC,3691,-36.172099,146.934282999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Benetas St Laurence Court - Kangaroo Flat,8 Wesley Street,KANGAROO FLAT,VIC,3555,-36.802222,144.240680999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Wantirna Views Care Community,100 Harold Street,WANTIRNA,VIC,3152,-37.855224,145.225970999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Hillside Lodge Hostel,77 Bridge Street,KORUMBURRA,VIC,3950,-38.429986,145.829966,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Kalyna Care,344 Taylors Road,DELAHEY,VIC,3037,-37.7256,144.77224,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Aberlea Inc,30 Shaw Street,MORTLAKE,VIC,3272,-38.0792229999999,142.810845,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
MiCare Avondrust Lodge,1105 FRANKSTON DANDENONG Road,CARRUM DOWNS,VIC,3201,-38.088943,145.18162,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Carshalton House Hostel,11 Stoneham Street,GOLDEN SQUARE,VIC,3555,-36.779712,144.256404,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Calvary Strzelecki House,27 Giles Street,MIRBOO NORTH,VIC,3871,-38.4017989999999,146.154467,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Vermont Views Care Community,39 Livingstone Road,VERMONT SOUTH,VIC,3133,-37.854967,145.180252999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Multicultural Aged Care Services Geelong Inc,100 Weddell Road,NORTH GEELONG,VIC,3215,-38.1258649999999,144.347893999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Wintringham Williamstown Hostel,2-20 Wintringham Road,WILLIAMSTOWN NORTH,VIC,3016,-37.855034,144.879072,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Arpad Aged Care,9 Garrisson Grove,WANTIRNA,VIC,3152,-37.84713,145.228442,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Bolton Clarke Tannoch Brae,46 Aldershot Road,ST ALBANS PARK,VIC,3219,-38.184254,144.395731,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
The Bays Aged Care Facility,86 VICTORIA Street,HASTINGS,VIC,3915,-38.303445,145.190309,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Outlook Gardens Aged Care,504 Police Road,DANDENONG NORTH,VIC,3175,-37.940133,145.211218,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Garden View Court Hostel,70 Lowe Street,ARARAT,VIC,3377,-37.27797,142.932994,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mekong Vietnamese Aged Care,8 Trott Place,KEILOR EAST,VIC,3033,-37.736114,144.857292,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Havilah Hostel,11 Harkness Street,MARYBOROUGH,VIC,3465,-37.038651,143.743392999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mercy Place Dandenong,82 McCrae Street,DANDENONG,VIC,3175,-37.990931,145.219925999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
MiCare Overbeek Lodge,736 Mount Dandenong Road,KILSYTH,VIC,3137,-37.8083999999999,145.327058999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Polish Retirement Home,3-5 Percival Street,BAYSWATER,VIC,3153,-37.850129,145.273505999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Riverside Hostel,39 Latje Road,ROBINVALE,VIC,3549,-34.582551,142.77438,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Martin Luther Homes,67 Mount View Road,THE BASIN,VIC,3154,-37.8605689999999,145.303842,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Samarinda Lodge,286 High Street,ASHBURTON,VIC,3147,-37.864373,145.085814999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Estia Health Knoxfield,428 Scoresby Road,KNOXFIELD,VIC,3180,-37.882911,145.254375,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Isomer Aged Care Facility,1273 Wellington Road,LYSTERFIELD,VIC,3156,-37.928612,145.271151,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Willaura Aged Care,21 DELACOMBE Way,WILLAURA,VIC,3379,-37.5463409999999,142.745767,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Willowbrae - Melton,116 Centenary Avenue,MELTON,VIC,3337,-37.673493,144.577164,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Laurina Lodge Hostel,1 ELEANOR Street,HEYFIELD,VIC,3858,-37.9758709999999,146.783688,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Yackandandah Health Residential Aged Care,20 Isaacs Avenue,YACKANDANDAH,VIC,3749,-36.310037,146.845499999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Arcare Portarlington,80 Willis Street,PORTARLINGTON,VIC,3223,-38.1194539999999,144.656130999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Hillview Bunyip Aged Care Inc,22 Abeckett Road,BUNYIP,VIC,3815,-38.09628,145.725095,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Oaklea Hall,4-8 Earlstown Road,OAKLEIGH,VIC,3166,-37.899467,145.085326,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
mecwacare Rositano House,273 Church Street,RICHMOND,VIC,3121,-37.820196,144.999117,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Monda Lodge Hostel,32-36 McGregor Avenue,HEALESVILLE,VIC,3777,-37.6452079999999,145.528198,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Fairway Bayside Aged Care,195 Bluff Road,SANDRINGHAM,VIC,3191,-37.959941,145.01828,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Mercy Place Templestowe,16 Herlihys Road,TEMPLESTOWE LOWER,VIC,3107,-37.7605239999999,145.122144999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Oxa Care,513 High Street,EPPING,VIC,3076,-37.6581809999999,145.019425,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Cobden District Health Services,5 Victoria Street,COBDEN,VIC,3266,-38.3322349999999,143.0763,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Clarendon Grange Hostel,40 Stud Road,WANTIRNA,VIC,3152,-37.846116,145.246622,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Queen Elizabeth Village Hostel,"302 Gillies Street, North",WENDOUREE,VIC,3355,-37.536245,143.823029999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Doutta Galla Grantham Green Aged Care Facility,28-32 Magnolia Street,ST ALBANS,VIC,3021,-37.7530829999999,144.820778999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Villa Maria Catholic Homes Justin Villa Aged Care Residence,2 Caravan Street,BALWYN,VIC,3103,-37.8053809999999,145.095122,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Arcare Cheltenham,161A Centre Dandenong Road,CHELTENHAM,VIC,3192,-37.967784,145.075837,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Lifeview Argyle Court,81-83 Argyle Avenue,CHELSEA,VIC,3196,-38.052612,145.127941999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Calvary Kingston Gardens,173-213 Clarke Road,SPRINGVALE SOUTH,VIC,3172,-37.974812,145.144835,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Croydon Grove Care Community,77-115 Mount Dandenong Road,CROYDON,VIC,3136,-37.7994089999999,145.270432999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
Cheltenham Parkside Care Community,13 Eagland Road,CHELTENHAM,VIC,3192,-37.971397,145.075934999999,Phone number not available,Opening hours not available,Residential Aged Care,AIHW_ServiceList
